Application,General_Name,Category,Approved,PO_number,Quantity,PO_Order_Date,Term_Start_date,Term_End_date,Unit_Price,Total_Amount
Microsoft Windows Desktop Runtime - 7.0.5 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.5 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.7 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.8 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.9 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.9 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 8.0.0 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 8.0.0 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 8.0.0 Preview 1 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 3.0.0 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 3.1.0 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 5.0.0 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.0 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.10 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.13 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.14 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.14 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.15 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.15 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.16 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.16 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.2 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.20 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.20 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.21 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.21 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.23 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.23 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.25 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.25 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.5 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.5 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.9 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 6.0.9 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.10 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.10 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.11 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.12 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.12 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.13 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.14 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.14 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.15 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.2 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.3 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.3 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.4 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.4 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.5 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.5 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.7 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.8 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.9 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 7.0.9 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 8.0.0 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 8.0.0 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Targeting Pack - 8.0.0 Preview 1 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows SDK for Visual Studio 2008 .NET Framework Tools,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Windows SDK for Visual Studio 2008 .NET Framework Tools - enu,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Windows SDK for Visual Studio 2008 Headers and Libraries,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Windows SDK for Visual Studio 2008 SDK Reference Assemblies and IntelliSense,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Windows SDK for Visual Studio 2008 SP1 Tools,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Windows SDK for Visual Studio 2008 SP1 Win32 Tools,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Windows SDK for Visual Studio 2008 Tools,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Windows SDK for Visual Studio 2008 Win32 Tools,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Workflow Debugger v1.0 for amd64,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft Workflow Debugger v1.0 for x86,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft Workflow Diagnostic Pack for x64,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft Works 6-9 Converter,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft WSE 3.0 Runtime,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft XML Parser,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft XML Parser and SDK,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Android.Ref.33 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Android.Ref.34 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Android.Runtime.33.android-arm (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Android.Runtime.33.android-arm64 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Android.Runtime.33.android-x64 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Android.Runtime.33.android-x86 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Android.Runtime.34.android-arm (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Android.Runtime.34.android-arm64 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Android.Runtime.34.android-x64 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Android.Runtime.34.android-x86 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Android.Sdk.Windows (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.AspNetCore.Components.WebView.Maui (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.iOS.Ref (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.iOS.Runtime.ios-arm (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.iOS.Runtime.ios-arm64 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.iOS.Runtime.iossimulator-arm64 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.iOS.Runtime.iossimulator-x64 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.iOS.Runtime.iossimulator-x86 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.iOS.Sdk (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.iOS.Templates (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.iOS.Windows.Sdk (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.MacCatalyst.Ref (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.MacCatalyst.Runtime.maccatalyst-arm64 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.MacCatalyst.Runtime.maccatalyst-x64 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.MacCatalyst.Sdk (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.MacCatalyst.Templates (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Build.Tasks (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Compatibility (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Core (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Ref.android (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Ref.any (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Ref.ios (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Ref.maccatalyst (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Ref.win (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Runtime.android (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Runtime.any (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Runtime.ios (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Runtime.maccatalyst (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Runtime.win (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Controls.Xaml (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Core (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Core.Ref.android (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Core.Ref.any (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Core.Ref.ios (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Core.Ref.maccatalyst (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Core.Ref.win (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Core.Runtime.android (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Core.Runtime.any (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Core.Runtime.ios (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Core.Runtime.maccatalyst (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Core.Runtime.win (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Essentials (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Essentials.Ref.android (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Essentials.Ref.any (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Essentials.Ref.ios (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Essentials.Ref.maccatalyst (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Essentials.Ref.win (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Essentials.Runtime.android (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Essentials.Runtime.any (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Essentials.Runtime.ios (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Essentials.Runtime.maccatalyst (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Essentials.Runtime.win (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Graphics (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Graphics.Win2D.WinUI.Desktop (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Resizetizer (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Resizetizer.Sdk (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.Maui.Sdk (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.Emscripten.Cache (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.Emscripten.Node,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.Emscripten.Node (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.Emscripten.Python,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.Emscripten.Python (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.Emscripten.Sdk,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.Emscripten.Sdk (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.MonoAOTCompiler.Task,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.MonoTargets.Sdk,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.MonoTargets.Sdk (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.WebAssembly.Sdk,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Runtime.WebAssembly.Sdk (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Android.Manifest-6.0.100,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Android.Manifest-6.0.200,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Android.Manifest-6.0.300,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Android.Manifest-6.0.400,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Android.Manifest-7.0.100 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Android.Manifest-7.0.100 (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Android.Manifest-8.0.100 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Android.Manifest-8.0.100-preview.1 (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-6.0.100,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-6.0.200,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-6.0.300,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-6.0.400,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-7.0.100 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-7.0.100 (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-8.0.100 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.iOS.Manifest-8.0.100-preview.1 (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.100,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.200,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.300,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.400,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.MacCatalyst.Manifest-7.0.100 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.MacCatalyst.Manifest-7.0.100 (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.MacCatalyst.Manifest-8.0.100 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.MacCatalyst.Manifest-8.0.100-preview.1 (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.macOS.Manifest-6.0.100,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.macOS.Manifest-6.0.200,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.macOS.Manifest-6.0.300,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.macOS.Manifest-6.0.400,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.macOS.Manifest-7.0.100 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.macOS.Manifest-7.0.100 (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.macOS.Manifest-8.0.100 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.macOS.Manifest-8.0.100-preview.1 (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Maui.Manifest-6.0.100,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Maui.Manifest-6.0.200,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Maui.Manifest-6.0.300,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Maui.Manifest-6.0.400,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Maui.Manifest-7.0.100 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Maui.Manifest-7.0.100 (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Maui.Manifest-8.0.100 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.Maui.Manifest-8.0.100-preview.1 (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-6.0.100,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-6.0.200,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-6.0.300,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-6.0.400,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-7.0.100 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-7.0.100 (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-8.0.100 (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Sdk.tvOS.Manifest-8.0.100-preview.1 (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Workload.Emscripten.Current.Manifest (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Workload.Emscripten.Current.Manifest (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Workload.Emscripten.Manifest,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Workload.Emscripten.Manifest (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Workload.Emscripten.net6.Manifest (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Workload.Emscripten.net6.Manifest (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Workload.Emscripten.net7.Manifest (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Workload.Emscripten.net7.Manifest (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x86),Microsoft Windows Drivers / Tools,Image,,,,,,,,
