Hostname,Serial number,OS version,Device type,Manufacturer,Model,Last seen,,
S0643POS600,54-41759801,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0643POS751,54-44417288,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0643SLD140CBH2,140CBH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-21T20:00:00Z,,
S0643SLDBJ3LLH2,BJ3LLH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T07:00:00Z,,
S0644APW9021XV8,MXL9021XV8,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T07:00:00Z,,
S0644CFG001,C07ZM154JYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S0644POS050,41BA753,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S0644POS101,41L0510,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0644POS190,54-41317442,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0644POS191,41L03LA,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0644POS192,54-41755970,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0644POS351,54-41731358,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0644POS352,54-41745077,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0644POS353,54-41664501,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0644POS370,54-41727526,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0644POS372,41BA2MK,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S0644POS381,54-45089562,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0644POS382,54-41719979,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0644POS400,54-41759718,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0644POS401,54-44416413,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0644POS402,54-44507361,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0644POS601,54-44417571,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0644POS611,54-44513587,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0644POS751,54-41702607,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0644SLDFRV6BH2,FRV6BH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T06:00:00Z,,
S0651APW8223JWD,8CG8223JWD,Windows 10,Workstation,HP,HP ProDesk 600 G3 DM,2023-08-22T06:00:00Z,,
S0651APW9021XF6,MXL9021XF6,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S0651CFG001,C07CC183JYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S0651POS080,2UA8011C9H,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS084,2UA8011C53,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS085,2UA8011C46,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS086,2UA8011CCC,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS087,2UA8011BZR,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS089,2UA8011BZY,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS093,2UA8011C06,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS095,2UA8011BSM,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS100,2UA8011BY5,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS101,2UA8011C3Y,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS102,2UA8011C4Y,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS103,2UA8011BV9,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS104,2UA8011BRT,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS105,2UA722299L,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS106,2UA8011BZ8,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS107,2UA8011BRH,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS190,2UA8011C4D,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS191,2UA8011C3Z,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS192,2UA8011C07,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS193,2UA8011C3J,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS350,2UA8011C47,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS351,2UA8011BZV,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS352,41L0BFT,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0651POS353,41BAWVB,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T06:00:00Z,,
S0651POS360,41L0B8Y,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0651POS381,2UA8011C3X,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS382,MXL9341VVJ,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS400,2UA8011C3N,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS401,2UA8011BXF,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0651POS402,2UA8011BXM,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS403,2UA8011BYT,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0651POS751,41BAWWT,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T07:00:00Z,,
S0651SLDJWYHHR2,JWYHHR2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-20T00:00:00Z,,
S0651SLDJYFJ4M2,JYFJ4M2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-21T21:00:00Z,,
S0652APW9021XPJ,MXL9021XPJ,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-20T22:00:00Z,,
S0652APW9021XY3,MXL9021XY3,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S0652CFG001,C07CC0W2JYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S0652POS071,54-41767049,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0652POS083,41L14DY,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T07:00:00Z,,
S0652POS084,41AAK46,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S0652POS086,54-45089491,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0652POS088,41BA2T9,Windows 10,Workstation,TOSHIBA,6140E1D,2023-07-31T08:00:00Z,,
S0652POS089,41BA538,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S0652POS090,54-41705912,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0652POS091,54-44509851,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0652POS181,54-43284955,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0652POS190,54-44961300,Windows 10,Workstation,NCR Corporation,7459-5207-8801,2023-08-22T06:00:00Z,,
S0652POS191,54-41669180,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0652POS195,54-41673617,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0652POS196,54-43207664,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0652POS351,54-41316753,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0652POS352,54-44960705,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0652POS353,54-41672262,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0652POS382,54-41728119,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0652POS500,54-41315646,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0652POS600,54-41665159,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0652POS751,54-44506072,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0652SLDFPKLGH2,FPKLGH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T06:00:00Z,,
S0654APW9021XG2,MXL9021XG2,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-16T17:00:00Z,,
S0654CFG001,C07ZM19YJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S0654DVR001,System Serial Number,Windows 10,Workstation,ASUS,System Product Name,2023-08-22T07:00:00Z,,
S0654POS050,54-41667756,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0654POS051,54-41685109,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0654POS081,41M0226,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0654POS090,54-41672087,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0654POS093,54-44339181,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0654POS181,54-41314564,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0654POS200,41L064V,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0654POS201,41L06BA,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0654POS202,54-41742247,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-21T09:00:00Z,,
S0654POS207,54-41702072,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0654POS350,54-41664950,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0654POS351,54-41280814,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0654POS352,54-41742918,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0654POS353,54-43162273,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0654POS372,54-41664940,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0654POS381,54-41688405,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0654POS381,54-41688405,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-06T16:00:00Z,,
S0654POS382,54-44417034,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0654POS401,54-41683658,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0654POS403,54-41753630,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0654POS503,54-46552939,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0654POS751,54-41281178,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0654SLD821360C,5CG821360C,Windows 10,Workstation,HP,HP EliteBook 850 G5,2023-08-22T07:00:00Z,,
S0654SLDCSFJFH2,CSFJFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T07:00:00Z,,
S0656APW9021XZZ,MXL9021XZZ,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S0656CFG001,C07CC0RDJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T06:00:00Z,,
S0656POS050,2UA8021QH7,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0656POS051,2UA8021HST,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0656POS090,54-41766533,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0656POS091,54-46570588,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0656POS092,54-41756551,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0656POS093,54-41746785,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0656POS400,54-44514233,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0656POS401,54-41724515,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0656POS402,54-41317121,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0656POS403,54-43187253,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0656POS751,54-41756035,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0656SLD35FBFH2,35FBFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T01:00:00Z,,
S0658APW9021X89,MXL9021X89,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S0658APW9021X8K,MXL9021X8K,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S0658APW9383F39,MXL9383F39,Windows 10,Workstation,HP,HP ProDesk 600 G4 DM (TAA),2023-07-22T01:00:00Z,,
S0658CFG001,C07ZM117JYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T06:00:00Z,,
S0658POS050,41ANG19,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T00:00:00Z,,
S0658POS051,41BA4CB,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T00:00:00Z,,
S0658POS080,2UA80115H1,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0658POS081,2UA80115NK,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0658POS082,41L066X,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0658POS084,2UA80115M6,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0658POS090,2UA80115H8,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0658POS091,54-44343543,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0658POS092,54-41273414,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0658POS094,41BA76G,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S0658POS095,2UA80115JT,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0658POS100,2UA80115QD,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0658POS101,2UA80115HQ,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0658POS102,41BABH7,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T06:00:00Z,,
S0658POS103,41BA3NA,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S0658POS190,54-41746887,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0658POS192,54-44422510,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0658POS193,2UA80115QG,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0658POS196,54-41678689,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0658POS350,2UA80115KM,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0658POS351,2UA80115KQ,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0658POS352,2UA80115HM,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0658POS353,2UA80115K7,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0658POS381,2UA8021HXX,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0658POS382,2UA80115PW,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0658POS416,41M0203,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0658POS417,41L07XT,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0658POS418,41L06B2,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0658POS419,41L0FK6,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0658POS751,54-41673710,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0658SLD7Y0LFH2,7Y0LFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T06:00:00Z,,
S0658SLD818J4M2,818J4M2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T06:00:00Z,,
S0658SLDFG36BH2,FG36BH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T06:00:00Z,,
S0663APW9021XGN,MXL9021XGN,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T07:00:00Z,,
S0663APW9021XSW,MXL9021XSW,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-12T00:00:00Z,,
S0663CFG001,C07CC15PJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T06:00:00Z,,
S0663POS001,54-44511801,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-18T14:00:00Z,,
S0663POS010,41L0LYC,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S0663POS011,41L0MLN,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S0663POS012,54-44513632,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS013,54-44480312,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS014,54-41316944,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0663POS050,54-41317742,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0663POS051,54-41758597,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0663POS063,54-44510523,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS090,54-44513603,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0663POS091,54-41280884,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0663POS092,54-41758878,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS093,54-41281359,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS095,41BA274,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S0663POS350,54-41674779,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS351,54-41720871,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS352,54-41683446,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS354,54-41724247,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0663POS370,54-41724977,Windows 7,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS381,54-41317158,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0663POS382,54-41670583,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0663POS410,54-41758357,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS411,54-44417436,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0663POS412,54-41724910,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS413,54-44416496,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS416,54-44511801,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-31T19:00:00Z,,
S0663POS498,54-41681195,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS499,54-41315120,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS510,54-41724658,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS511,54-41727425,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS512,54-44420752,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-29T09:00:00Z,,
S0663POS513,54-44339613,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663POS751,54-41759391,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0663SLD9TWCBH2,9TWCBH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T07:00:00Z,,
S0688APW8231GVT,8CG8231GVT,Windows 10,Workstation,HP,HP ProDesk 600 G3 DM,2023-08-21T23:00:00Z,,
S0688APW8231GXV,8CG8231GXV,Windows 10,Workstation,HP,HP ProDesk 600 G3 DM,2023-08-21T23:00:00Z,,
S0688CFG001,C07ZM13KJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S0688POS050,54-43162445,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688POS051,54-41316266,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0688POS080,41L13N5,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S0688POS091,54-41281393,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688POS092,41L15WD,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S0688POS095,54-41685857,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0688POS096,41BA61F,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S0688POS350,54-44509194,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688POS351,54-44507326,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0688POS352,54-43289104,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688POS353,54-44354739,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688POS370,54-41731482,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688POS371,54-43201511,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688POS381,54-44422138,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688POS382,54-41753722,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688POS400,41BA4KH,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-12T14:00:00Z,,
S0688POS401,41BA7PF,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S0688POS402,41BA54Y,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S0688POS403,54-41670285,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0688POS498,54-44416415,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688POS499,54-41744990,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-04T21:00:00Z,,
