Hostname,Serial number,OS version,Device type,Manufacturer,Model,Last seen,,
S2530POS503,54-41746182,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2530POS504,54-41720376,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2530POS600,54-44353171,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2530POS751,54-41318355,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2530SLD5NPBBH2,5NPBBH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T07:00:00Z,,
S2534APW8223JRM,8CG8223JRM,Windows 10,Workstation,HP,HP ProDesk 600 G3 DM,2023-08-22T07:00:00Z,,
S2534CFG001,C07CC140JYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T06:00:00Z,,
S2534POS051,41L12BY,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S2534POS160,54-41758155,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2534POS161,54-41317843,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2534POS162,54-41672203,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2534POS163,41L0D75,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S2534POS165,41BA8DD,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S2534POS350,54-41727450,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2534POS351,54-41683348,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2534POS352,54-44422628,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2534POS353,54-44336211,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2534POS381,54-41742613,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2534POS382,54-41317904,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2534POS390,41L0FL0,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-15T16:00:00Z,,
S2534POS391,54-46560326,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-08T10:00:00Z,,
S2534POS751,54-44511990,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2534SLDFVFJFH2,FVFJFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T02:00:00Z,,
S2613APW8421H46,8CC8421H46,Windows 10,Workstation,HP,HP ProDesk 600 G4 DM,2023-08-22T06:00:00Z,,
S2613APW8421H8B,8CC8421H8B,Windows 10,Workstation,HP,HP ProDesk 600 G4 DM,2023-08-22T07:00:00Z,,
S2613CFG001,C07CC0W3JYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S2613POS050,41BAB4V,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T07:00:00Z,,
S2613POS051,41BAB5C,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T07:00:00Z,,
S2613POS080,41L15F5,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T07:00:00Z,,
S2613POS081,41AND25,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S2613POS350,54-44507434,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2613POS351,54-41665197,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2613POS352,54-41672139,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2613POS352,54-41672139,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-24T11:00:00Z,,
S2613POS353,54-46569333,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2613POS382,54-44417232,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2613POS392,54-41273748,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2613POS397,54-44509450,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2613POS400,41BABFP,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T06:00:00Z,,
S2613POS403,41BA7M9,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S2613POS410,41BA2W1,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S2613POS411,41BA7GY,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S2613POS412,54-41685360,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-18T11:00:00Z,,
S2613POS413,54-41734818,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2613POS751,54-41730584,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2616APW9021XZ4,MXL9021XZ4,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T07:00:00Z,,
S2616CFG001,C07CC0XQJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S2616POS050,2UA7262J5V,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2616POS051,2UA7262J7X,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2616POS100,54-44479746,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2616POS102,54-44420606,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2616POS190,54-44511020,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2616POS192,54-44416909,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2616POS350,54-44509977,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2616POS351,54-41758927,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2616POS352,54-41316287,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2616POS381,54-44511165,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2616POS400,54-44960764,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2616POS403,41AHD94,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S2616POS404,54-41317064,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2616POS405,54-41672185,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-31T08:00:00Z,,
S2616POS751,54-41277377,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2616SLD4VMQGH2,4VMQGH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-20T21:00:00Z,,
S2617CFG001,C07CC0S9JYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T06:00:00Z,,
S2617POS050,54-41681524,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-21T19:00:00Z,,
S2617POS070,54-41681524,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-11T12:00:00Z,,
S2617POS090,54-43189756,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2617POS091,54-41281896,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2617POS093,54-44514253,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2617POS094,54-44480078,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2617POS095,54-41315124,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2617POS096,54-44506818,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2617POS099,54-41681524,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-10T16:00:00Z,,
S2617POS350,54-43289124,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2617POS351,54-41683740,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2617POS353,54-41767269,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2617POS354,54-41673452,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2617POS360,54-44416282,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2617POS362,41BA8DX,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S2617POS363,54-44416626,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2617POS363,54-44416626,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-17T16:00:00Z,,
S2617POS381,54-41766888,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2617POS382,54-41670812,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2617POS400,41L15DG,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T07:00:00Z,,
S2617POS401,41L15X6,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T07:00:00Z,,
S2617POS420,54-41670813,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2617POS421,54-44337546,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2617POS422,54-41687998,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2617POS423,54-44513726,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2617POS424,54-44477502,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2617POS500,54-44476432,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-17T08:00:00Z,,
S2617POS501,41BAYKT,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T06:00:00Z,,
S2617POS600,54-44423590,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2617POS751,54-41318903,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2617SLD7SLNGH2,7SLNGH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-21T21:00:00Z,,
S2620APW9021XHP,MXL9021XHP,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S2620CFG001,C07CC0S8JYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S2620POS050,2UA8021QH4,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2620POS051,2UA8011CC9,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2620POS351,54-41281341,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2620POS352,54-41674741,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2620POS373,54-44476985,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2620POS381,54-41741554,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2620POS382,54-41762310,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2620POS400,54-44482379,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2620POS401,54-44420863,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2620POS403,54-41280558,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2620POS404,54-43289177,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2620POS405,54-41664761,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2620POS406,54-44417022,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2620POS406,54-41317930,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-09T15:00:00Z,,
S2620POS407,54-44511867,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2620POS423,41BA28V,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S2620POS751,54-43328976,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2620SLDB140MH2,B140MH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-18T22:00:00Z,,
S2624APW9021X8T,MXL9021X8T,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S2624APW9032BXB,MXL9032BXB,Windows 10,Workstation,HP,HP ProDesk 600 G4 DM (TAA),2023-08-22T06:00:00Z,,
S2624CFG001,C07CC0S3JYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S2624POS050,54-41720113,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2624POS051,54-44422713,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-24T07:00:00Z,,
S2624POS065,54-44511472,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2624POS066,54-43188102,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2624POS091,41BA50N,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S2624POS092,54-44509275,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2624POS093,54-46569623,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-16T19:00:00Z,,
S2624POS181,54-41665571,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2624POS350,54-43204214,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-12T08:00:00Z,,
S2624POS351,54-41315701,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2624POS352,54-44422850,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2624POS353,54-41756459,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2624POS400,41BA548,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S2624POS401,54-41670584,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2624POS402,54-41733330,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2624POS410,54-44964665,Windows 10,Workstation,NCR Corporation,7459-5207-8801,2023-08-22T06:00:00Z,,
S2624POS411,54-41724404,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2624POS412,41BA663,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S2624POS600,54-46569623,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2624POS751,54-41665706,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2624SLDGC67BH2,GC67BH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T06:00:00Z,,
S2626APW9021XNG,MXL9021XNG,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T07:00:00Z,,
S2626APW9021XRZ,MXL9021XRZ,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T07:00:00Z,,
S2626APW9021XT3,MXL9021XT3,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S2626CFG001,C07CC0PCJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S2626POS050,41BA3VR,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S2626POS059,41BA493,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S2626POS080,2UA8011C24,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S2626POS081,2UA8341ZXW,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2626POS084,2UA8011C65,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2626POS099,2UA8021HZM,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S2626POS101,2UA8011C5R,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S2626POS104,54-41148721,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2626POS105,2UA8021HYR,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-07-17T22:00:00Z,,
S2626POS350,2UA8021HTY,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S2626POS351,2UA8021J08,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2626POS352,2UA80115L3,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2626POS353,2UA8011C6G,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2626POS381,2UA8011C4H,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2626POS382,2UA8021HTH,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S2626POS383,2UA8021J0D,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2626POS400,2UA8011C2S,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2626POS401,2UA8011C6Y,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S2626POS402,2UA8011BS8,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-07-17T22:00:00Z,,
S2626POS403,2UA8011C5F,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2626POS404,2UA8011BZX,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2626POS501,41L155L,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T07:00:00Z,,
S2626POS600,54-41745506,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2626POS611,54-41735570,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2626POS751,54-44477132,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2626SLD2SQFFH2,2SQFFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-18T21:00:00Z,,
S2626SLD4GYNFH2,4GYNFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-21T23:00:00Z,,
S2629APW8421H8F,8CC8421H8F,Windows 10,Workstation,HP,HP ProDesk 600 G4 DM,2023-08-14T06:00:00Z,,
S2629CFG001,C07CC151JYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T06:00:00Z,,
S2629POS050,2UA7262J5K,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2629POS051,2UA7262J6K,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S2629POS350,54-41281758,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T01:00:00Z,,
S2629POS352,54-41273723,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-03T11:00:00Z,,
S2629POS370,54-44510652,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2629POS381,54-44417607,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2629POS382,54-41734540,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2629POS405,41BA4KL,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S2629POS406,54-44423064,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2629POS407,54-41756161,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2629POS408,41BA25L,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S2629POS409,54-44343802,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2629POS410,54-41744838,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2629POS411,54-46570606,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2629POS412,54-44485446,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2629POS471,54-41664573,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-29T18:00:00Z,,
S2629POS751,54-43335349,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2629SLD9RNMGH2,9RNMGH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T06:00:00Z,,
S2632APW8421H7F,8CC8421H7F,Windows 10,Workstation,HP,HP ProDesk 600 G4 DM,2023-08-22T07:00:00Z,,
S2632CFG001,C07CC14CJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S2632POS001,54-44483742,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632POS002,54-44339158,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632POS004,54-41763627,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632POS057,54-41684786,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632POS058,54-44477498,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632POS065,54-41683959,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2632POS066,54-41736238,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2632POS091,54-41765260,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632POS092,54-44509999,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632POS093,54-41724651,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2632POS192,54-41673467,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632POS193,54-44337534,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632POS350,54-44476382,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2632POS352,54-41736430,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632POS354,54-41759277,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2632POS382,54-41746835,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632POS501,54-41701592,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632POS600,54-41317474,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2632POS611,54-44476343,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S2632POS751,54-43335319,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2632SLD631LFH2,631LFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-21T22:00:00Z,,
S2632SLDHZCLGH2,HZCLGH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T07:00:00Z,,
S2633APW9021XR3,MXL9021XR3,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T07:00:00Z,,
S2633CFG001,C07CC0WDJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S2633POS050,54-41767244,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2633POS051,54-41759735,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-23T08:00:00Z,,
S2633POS080,41AMZ70,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S2633POS090,54-41720467,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2633POS092,41BA525,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S2633POS100,54-44342772,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2633POS101,54-43189632,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2633POS103,54-41673466,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2633POS170,54-41685714,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2633POS202,54-44416464,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2633POS203,54-41317888,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2633POS204,54-41664915,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-14T16:00:00Z,,
S2633POS205,54-44420971,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S2633POS206,54-41319328,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
